Entity,Label
steroids,CHEMICAL
prednisone pain,CHEMICAL
steroids,CHEMICAL
steroid psychosis Hematuria,CHEMICAL
urinary incontinence,DISEASE
fungal infection,DISEASE
Clostridium Difficile Colitis,DISEASE
vancomycin clostridium,CHEMICAL
colitis,DISEASE
vancomycin,CHEMICAL
colitis,DISEASE
Flagyl,CHEMICAL
diarrhea,DISEASE
vancomycin,CHEMICAL
Flagyl,CHEMICAL
urinary tract infection,DISEASE
Levaquin,CHEMICAL
amlodipine vitamin Buproprion,CHEMICAL
cholestyramine digoxin,CHEMICAL
folate lasix,DISEASE
labetalol lansoprazole,CHEMICAL
nystatin seroquel aldactone,CHEMICAL
thiamine warfarin vancomycin,DISEASE
Atorvastatin Calcium,CHEMICAL
Folic Acid,CHEMICAL
Magnesium,CHEMICAL
Lisinopril,CHEMICAL
Haloperidol,CHEMICAL
oxygen,CHEMICAL
Thiamine,CHEMICAL
Lansoprazole,CHEMICAL
Potassium Sodium Phosphates,CHEMICAL
Spironolactone,CHEMICAL
Nystatin,CHEMICAL
Ipratropium Bromide,CHEMICAL
Haloperidol,CHEMICAL
Digoxin,CHEMICAL
Aspirin,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Furosemide,CHEMICAL
Albuterol Sulfate,CHEMICAL
Metronidazole,CHEMICAL
Levofloxacin,CHEMICAL
Vancomycin,CHEMICAL
Capsule,CHEMICAL
Congestive heart failure Atrial fibrillation,DISEASE
shortness breath,DISEASE
chest pain,DISEASE
Congestive Heart Failure,DISEASE
pain,DISEASE
CREAT,CHEMICAL
hematoma,DISEASE
intracranial hemorrhage fractures,DISEASE
edema,DISEASE
Left frontal scalp hematoma,DISEASE
fracture,DISEASE
fracture,DISEASE
fractures,DISEASE
intraspinal soft tissue abnormalities,DISEASE
hematoma,DISEASE
Trauma,DISEASE
left dislocation,DISEASE
Bisacodyl,CHEMICAL
Docusate Sodium,CHEMICAL
Hydromorphone,CHEMICAL
pain,DISEASE
Blood loss anemia,DISEASE
dizziness,DISEASE
Trauma,DISEASE
Alzheimer dementia coronary artery disease,DISEASE
myocardial infarctions,DISEASE
congestive heart failure,DISEASE
hypertension dyslipidemia,DISEASE
left weakness,DISEASE
stroke,DISEASE
Lasix,CHEMICAL
Lasix,CHEMICAL
oxygen,CHEMICAL
nonrebreather,CHEMICAL
hypotensive,DISEASE
Dopamine,CHEMICAL
congestive heart failure,DISEASE
Coronary artery disease,DISEASE
Diabetes mellitus Dyslipidemia Congestive heart failure ejection fraction Alzheimer dementia,DISEASE
Lisinopril Imdur,CHEMICAL
Lasix Potassium,DISEASE
Aspirin Folate,CHEMICAL
smoke,CHEMICAL
frothy,DISEASE
bowel sounds edema,DISEASE
sodium potassium,CHEMICAL
bicarbonate creatinine,CHEMICAL
bundle branch block,DISEASE
congestive heart failure,DISEASE
coronary artery disease,DISEASE
congestive heart failure,DISEASE
Dopamine,CHEMICAL
Lasix,CHEMICAL
Captopril,CHEMICAL
Isordil,CHEMICAL
Lasix Isordil,CHEMICAL
Heparin,CHEMICAL
Captopril Lopressor,CHEMICAL
Aspirin,CHEMICAL
Levaquin,CHEMICAL
Flagyl,CHEMICAL
Decompensated congestive heart failure Hypertension Alzheimer dementia,DISEASE
Alzheimer dementia coronary artery disease,DISEASE
myocardial infarctions,DISEASE
cardiomyopathy,DISEASE
hypertension,DISEASE
left weakness,DISEASE
pulmonary edema tachycardia,DISEASE
congestive heart failure,DISEASE
shortness breath pulmonary edema tachycardia blood pressure drop occasion patient,DISEASE
Levofloxacin Metronidazole,CHEMICAL
congestive heart failure exacerbations,DISEASE
proctitis,DISEASE
cholelithiasis,DISEASE
ulcerative colitis,DISEASE
bloody stools flexible sigmoidoscopy patient,DISEASE
bleeding,DISEASE
ulcers,DISEASE
ulcerative colitis,DISEASE
pain,DISEASE
bloody stools,DISEASE
steroids enemas,CHEMICAL
Coronary artery disease Congestive heart failure Pulmonary edema Diabetes mellitus Hypercholesterolemia Alzheimer dementia Hypertension,DISEASE
Ulcerative colitis Adenomyomatosis,DISEASE
Digoxin,CHEMICAL
Digoxin,CHEMICAL
Lisinopril Coreg,CHEMICAL
Folate Prilosec,DISEASE
Aspirin,CHEMICAL
Tylenol Fosamax,CHEMICAL
Isosorbide Dinitrate,CHEMICAL
Furosemide,CHEMICAL
Levofloxacin,CHEMICAL
Metronidazole,CHEMICAL
Miconazole cream,CHEMICAL
sore,DISEASE
Methotrexate,CHEMICAL
rheumatoid arthritis ankylosing spondylitis Florinef,DISEASE
vancomycin Zosyn,CHEMICAL
left dislocation,DISEASE
Hypotensive,DISEASE
norepinephrine,CHEMICAL
bicarbonate,CHEMICAL
hydrocortisone,CHEMICAL
florinef,CHEMICAL
acute bleed torso which showed bilateral aspiration versus,DISEASE
vecuronium,CHEMICAL
Tylenol,CHEMICAL
Pylori bleed,DISEASE
Psychiatric disorder anxiety bipolar,DISEASE
pain,DISEASE
Crohn disease,DISEASE
spondylitis,DISEASE
alcoholism iron,DISEASE
anemia,DISEASE
osteomyelitis,DISEASE
osteomyelitis,DISEASE
colitis,DISEASE
stomach pain,DISEASE
spondylitis,DISEASE
spondylitis,DISEASE
wheezes rales ronchi Abdomen soft tender distended organomegaly,DISEASE
clubbing cyanosis edema,DISEASE
clear Neck lymphadenopathy,DISEASE
wheezes rales ronchi Abdomen soft tender distended organomegaly,DISEASE
serous,CHEMICAL
cyanosis edema,DISEASE
erythema edema,DISEASE
erythema tender palpation,DISEASE
tinea corporis,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
Osmolal,CHEMICAL
Ethanol,CHEMICAL
PEEP,CHEMICAL
Lactate,CHEMICAL
PEEP,CHEMICAL
PEEP,CHEMICAL
ASSIST,CHEMICAL
ASSIST,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Nitrite,CHEMICAL
Glucose,CHEMICAL
cocaine,CHEMICAL
COAG,CHEMICAL
pleural effusion,DISEASE
atelectasis,DISEASE
splenomegaly,DISEASE
masses obstructive stone,DISEASE
pleural effusion,DISEASE
atelectasis,DISEASE
traumatic dislocation,DISEASE
intracranial hemorrhage,DISEASE
infarction,DISEASE
fracture subluxation deformity,DISEASE
fracture,DISEASE
anterior subluxation,DISEASE
fracture,DISEASE
ankylosis lumbar spine sacroiliac joints,DISEASE
spondyloarthropathy,DISEASE
spondylitis,DISEASE
Anterior subluxation,DISEASE
fracture,DISEASE
spondylitis,DISEASE
fracture,DISEASE
fracture,DISEASE
fracture,DISEASE
thrombus,DISEASE
liver disease,DISEASE
infections,DISEASE
osteomyelitis,DISEASE
steroids ankylosis spondylitis,DISEASE
bicarb,CHEMICAL
bicarb,CHEMICAL
sepsis,DISEASE
respiratory acidosis,DISEASE
acidosis,DISEASE
bicarbonate,CHEMICAL
acidosis,DISEASE
piperacillin tazobactam,CHEMICAL
vancomycin,CHEMICAL
pneumonia,DISEASE
pneumonia,DISEASE
vancomycin,CHEMICAL
Hypotension hypotensive,DISEASE
hypotension,DISEASE
sepsis,DISEASE
pneumonia,DISEASE
florinef,CHEMICAL
hypotension,DISEASE
hypotension,DISEASE
steroids,CHEMICAL
captopril,CHEMICAL
hypertensive,DISEASE
cocaine,CHEMICAL
depression,DISEASE
psychiatric,DISEASE
seroquel,CHEMICAL
sleep Rhabdomyolysis,DISEASE
Creatinine,CHEMICAL
phosphate,CHEMICAL
creatinine,CHEMICAL
Transaminitis,DISEASE
liver disease,DISEASE
toxic ingestions,DISEASE
EtOH,CHEMICAL
APAP,CHEMICAL
fracture dislocation,DISEASE
fracture,DISEASE
heparin,CHEMICAL
coumadin,CHEMICAL
lovenox,CHEMICAL
warfarin,CHEMICAL
syncope,DISEASE
substance abuse,DISEASE
Diarrhea,DISEASE
diarrhea,DISEASE
flagyl,CHEMICAL
flagyl,CHEMICAL
Tinea corporis,DISEASE
tinea corporis,DISEASE
clotrimazole cream,CHEMICAL
Pain,DISEASE
dilaudid,CHEMICAL
pain,DISEASE
spondylitis,DISEASE
left dislocation left,DISEASE
levophed,CHEMICAL
pain,DISEASE
dilaudid,CHEMICAL
lidoderm,CHEMICAL
ibuprofen pain,CHEMICAL
dilaudid,CHEMICAL
oxycodone,CHEMICAL
clonazepam,CHEMICAL
tizanidine ranitidine,CHEMICAL
trazodone,CHEMICAL
gabapentin fentanyl,CHEMICAL
ketoconazole tramadol,CHEMICAL
captopril,CHEMICAL
lidocaine,CHEMICAL
warfarin,CHEMICAL
clotrimazole Cream,CHEMICAL
ibuprofen,CHEMICAL
oxycodone,CHEMICAL
quetiapine,CHEMICAL
ranitidine,CHEMICAL
loperamide Capsule,CHEMICAL
diarrhea,DISEASE
Overdose Depression suicide,DISEASE
Tinea corporis,DISEASE
psychiatric,DISEASE
pneumonia,DISEASE
psychiatric,DISEASE
thinners,CHEMICAL
syncope,DISEASE
dyspnea,DISEASE
dizziness,DISEASE
chest pain palpitations dizziness convulsive,DISEASE
coumadin,CHEMICAL
depression,DISEASE
pain,DISEASE
EtoH,CHEMICAL
pedal edema,DISEASE
keratoses over neck face,CHEMICAL
LMWH,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Folate,CHEMICAL
pulmonary edema,DISEASE
Lasix,CHEMICAL
ceftriaxone,CHEMICAL
nitro,CHEMICAL
hydralazine,CHEMICAL
lasix,CHEMICAL
lasix,CHEMICAL
ceftriaxone azithromycin,CHEMICAL
pneumonia,DISEASE
ceftriaxone azithromycin,CHEMICAL
orthopnea cough,DISEASE
ischemia,DISEASE
depressions,DISEASE
decreased myocardial demand decreased inotropy chronotropy with,DISEASE
Anemia iron,DISEASE
ferrous gluconate,CHEMICAL
blood transfusions,DISEASE
iron,CHEMICAL
Hypertension,DISEASE
pulmonary arterial hypertension,DISEASE
lasix neurontin lisinopril,CHEMICAL
Timolol,CHEMICAL
Fluoxetine Atenolol,CHEMICAL
Gabapentin Capsule,CHEMICAL
Pantoprazole Sodium,CHEMICAL
Timolol Maleate,CHEMICAL
Fluoxetine,CHEMICAL
Capsule,CHEMICAL
Levofloxacin,CHEMICAL
Clindamycin,CHEMICAL
Capsule,CHEMICAL
Lisinopril,CHEMICAL
Warfarin Sodium,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Furosemide,CHEMICAL
Gluconate,CHEMICAL
Sodium,CHEMICAL
Discontinue,CHEMICAL
sodium,CHEMICAL
Shortness breath,DISEASE
Weight gain Tiredeness Fever,DISEASE
Chills,DISEASE
Codeine Remicade,CHEMICAL
Vancomycin,CHEMICAL
abscess,DISEASE
pelvic abscess,DISEASE
abdominal abscess,DISEASE
Crohn disease,DISEASE
remicade,CHEMICAL
steroid,CHEMICAL
epigastric pain,DISEASE
cipro flagyl,CHEMICAL
pain,DISEASE
pain,DISEASE
emesis,DISEASE
abdominal pain,DISEASE
stools melena BRBPR,DISEASE
tachy,DISEASE
bandemia,DISEASE
peritonitis,DISEASE
abscess,DISEASE
Morphine Zofran pain tylenol,CHEMICAL
Cipro Flagyl,CHEMICAL
abdominal bloating,DISEASE
chills,DISEASE
weight loss gain Denies headache sinus tenderness rhinorrhea congestion,DISEASE
cough shortness breath,DISEASE
tightness palpitations,DISEASE
nausea vomiting diarrhea constipation,DISEASE
abdominal pain,DISEASE
abdominal pain Denies dysuria,DISEASE
Crohn Disease Depression arthritis,DISEASE
Anorexia Nervosa,DISEASE
EtOH,CHEMICAL
wheezes rales ronchi Tachycardic,DISEASE
distended hypoactive bowel,DISEASE
Tenderness,DISEASE
clubbing cyanosis edema,DISEASE
abscess,DISEASE
Worsening bowel wall thickening,DISEASE
Crohn,DISEASE
bowel wall abnormalities Crohn,DISEASE
abscess,DISEASE
abscess,DISEASE
splenomegaly,DISEASE
masses obstructive stone,DISEASE
pleural effusion,DISEASE
atelectasis,DISEASE
traumatic dislocation,DISEASE
intracranial hemorrhage,DISEASE
infarction,DISEASE
fracture subluxation deformity,DISEASE
fracture,DISEASE
anterior subluxation,DISEASE
fracture,DISEASE
ankylosis lumbar spine sacroiliac joints,DISEASE
spondyloarthropathy,DISEASE
spondylitis,DISEASE
Anterior subluxation,DISEASE
fracture,DISEASE
spondylitis,DISEASE
fracture,DISEASE
fracture,DISEASE
fracture,DISEASE
thrombus,DISEASE
liver disease,DISEASE
infections,DISEASE
osteomyelitis,DISEASE
steroids ankylosis spondylitis,DISEASE
bicarb,CHEMICAL
bicarb,CHEMICAL
sepsis,DISEASE
respiratory acidosis,DISEASE
acidosis,DISEASE
bicarbonate,CHEMICAL
acidosis,DISEASE
piperacillin tazobactam,CHEMICAL
vancomycin,CHEMICAL
pneumonia,DISEASE
pneumonia,DISEASE
vancomycin,CHEMICAL
Hypotension hypotensive,DISEASE
hypotension,DISEASE
sepsis,DISEASE
pneumonia,DISEASE
florinef,CHEMICAL
hypotension,DISEASE
hypotension,DISEASE
steroids,CHEMICAL
captopril,CHEMICAL
hypertensive,DISEASE
cocaine,CHEMICAL
depression,DISEASE
psychiatric,DISEASE
seroquel,CHEMICAL
sleep Rhabdomyolysis,DISEASE
Creatinine,CHEMICAL
phosphate,CHEMICAL
creatinine,CHEMICAL
Transaminitis,DISEASE
liver disease,DISEASE
toxic ingestions,DISEASE
EtOH,CHEMICAL
APAP,CHEMICAL
fracture dislocation,DISEASE
fracture,DISEASE
heparin,CHEMICAL
coumadin,CHEMICAL
lovenox,CHEMICAL
warfarin,CHEMICAL
syncope,DISEASE
substance abuse,DISEASE
Diarrhea,DISEASE
diarrhea,DISEASE
flagyl,CHEMICAL
flagyl,CHEMICAL
Tinea corporis,DISEASE
tinea corporis,DISEASE
clotrimazole cream,CHEMICAL
Pain,DISEASE
dilaudid,CHEMICAL
pain,DISEASE
spondylitis,DISEASE
left dislocation left,DISEASE
levophed,CHEMICAL
pain,DISEASE
dilaudid,CHEMICAL
lidoderm,CHEMICAL
ibuprofen pain,CHEMICAL
dilaudid,CHEMICAL
oxycodone,CHEMICAL
clonazepam,CHEMICAL
tizanidine ranitidine,CHEMICAL
trazodone,CHEMICAL
gabapentin fentanyl,CHEMICAL
ketoconazole tramadol,CHEMICAL
captopril,CHEMICAL
lidocaine,CHEMICAL
warfarin,CHEMICAL
clotrimazole Cream,CHEMICAL
ibuprofen,CHEMICAL
oxycodone,CHEMICAL
quetiapine,CHEMICAL
ranitidine,CHEMICAL
loperamide Capsule,CHEMICAL
diarrhea,DISEASE
Overdose Depression suicide,DISEASE
Tinea corporis,DISEASE
psychiatric,DISEASE
pneumonia,DISEASE
psychiatric,DISEASE
thinners,CHEMICAL
syncope,DISEASE
dyspnea,DISEASE
dizziness,DISEASE
chest pain palpitations dizziness convulsive,DISEASE
coumadin,CHEMICAL
depression,DISEASE
pain,DISEASE
EtoH,CHEMICAL
pedal edema,DISEASE
keratoses over neck face,CHEMICAL
LMWH,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Folate,CHEMICAL
pulmonary edema,DISEASE
Lasix,CHEMICAL
ceftriaxone,CHEMICAL
nitro,CHEMICAL
hydralazine,CHEMICAL
lasix,CHEMICAL
lasix,CHEMICAL
ceftriaxone azithromycin,CHEMICAL
pneumonia,DISEASE
ceftriaxone azithromycin,CHEMICAL
orthopnea cough,DISEASE
ischemia,DISEASE
depressions,DISEASE
decreased myocardial demand decreased inotropy chronotropy with,DISEASE
Anemia iron,DISEASE
ferrous gluconate,CHEMICAL
blood transfusions,DISEASE
iron,CHEMICAL
Hypertension,DISEASE
pulmonary arterial hypertension,DISEASE
lasix neurontin lisinopril,CHEMICAL
Timolol,CHEMICAL
Fluoxetine Atenolol,CHEMICAL
Gabapentin Capsule,CHEMICAL
Pantoprazole Sodium,CHEMICAL
Timolol Maleate,CHEMICAL
Fluoxetine,CHEMICAL
Capsule,CHEMICAL
Levofloxacin,CHEMICAL
Clindamycin,CHEMICAL
Capsule,CHEMICAL
Lisinopril,CHEMICAL
Warfarin Sodium,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Furosemide,CHEMICAL
Gluconate,CHEMICAL
Sodium,CHEMICAL
Discontinue,CHEMICAL
sodium,CHEMICAL
Shortness breath,DISEASE
Weight gain Tiredeness Fever,DISEASE
Chills,DISEASE
Codeine Remicade,CHEMICAL
Vancomycin,CHEMICAL
abscess,DISEASE
pelvic abscess,DISEASE
abdominal abscess,DISEASE
Crohn disease,DISEASE
remicade,CHEMICAL
steroid,CHEMICAL
epigastric pain,DISEASE
cipro flagyl,CHEMICAL
pain,DISEASE
pain,DISEASE
emesis,DISEASE
abdominal pain,DISEASE
stools melena BRBPR,DISEASE
tachy,DISEASE
bandemia,DISEASE
peritonitis,DISEASE
abscess,DISEASE
Morphine Zofran pain tylenol,CHEMICAL
Cipro Flagyl,CHEMICAL
abdominal bloating,DISEASE
chills,DISEASE
weight loss gain Denies headache sinus tenderness rhinorrhea congestion,DISEASE
cough shortness breath,DISEASE
tightness palpitations,DISEASE
nausea vomiting diarrhea constipation,DISEASE
abdominal pain,DISEASE
abdominal pain Denies dysuria,DISEASE
Crohn Disease Depression arthritis,DISEASE
Anorexia Nervosa,DISEASE
EtOH,CHEMICAL
wheezes rales ronchi Tachycardic,DISEASE
distended hypoactive bowel,DISEASE
Tenderness,DISEASE
clubbing cyanosis edema,DISEASE
abscess,DISEASE
Worsening bowel wall thickening,DISEASE
Crohn,DISEASE
bowel wall abnormalities Crohn,DISEASE
abscess,DISEASE
abscess,DISEASE
atelectasis,DISEASE
pleural effusion,DISEASE
left effusion atelectasis small right effusion abcess,DISEASE
lactobacillus abscess albicans viridans lactobacillus abscess,DISEASE
Crohn,DISEASE
Pain,DISEASE
Crohn Flare,DISEASE
Worsening bowel wall thickening,DISEASE
Crohns,DISEASE
ulcer,DISEASE
steroid,CHEMICAL
vancomycin,CHEMICAL
Hydrocortisone,CHEMICAL
Morphine,CHEMICAL
Sinus Tachycardia,DISEASE
intravascular depletion crohns flare abdominal pain,DISEASE
Pain,DISEASE
Morphine,CHEMICAL
pain pain,DISEASE
morphine,CHEMICAL
fever,DISEASE
fevers,DISEASE
pain pain,DISEASE
pain,DISEASE
dilaudid,CHEMICAL
return bowel function flatus diet,DISEASE
Ciprofloxacin Celexa,CHEMICAL
Protonix,CHEMICAL
Prednisone,CHEMICAL
Ambien,CHEMICAL
Folate,CHEMICAL
Acetaminophen,CHEMICAL
fever,DISEASE
Citalopram,CHEMICAL
Hydromorphone,CHEMICAL
pain,DISEASE
Sulfate Iron,CHEMICAL
Ciprofloxacin,CHEMICAL
Pantoprazole,CHEMICAL
Budesonide,CHEMICAL
Ambien,CHEMICAL
insomnia,DISEASE
Crohn Flare,DISEASE
Dehydration,DISEASE
Sinus Tachycardia Fluid,DISEASE
Secondary depression Crohn,DISEASE
vomiting diarrhea,DISEASE
dehydration,DISEASE
vomit,DISEASE
pain,DISEASE
pain,DISEASE
pain,DISEASE
chills fever,DISEASE
pain,DISEASE
seizure hematemesis,DISEASE
myelitis,DISEASE
steroids,CHEMICAL
hematemesis gastric ulcer,DISEASE
lower back pain,DISEASE
weakness legs numbness,DISEASE
arthritis,DISEASE
worsened hand weakness strength hyperreflexia,DISEASE
malignancies,DISEASE
glucose,CHEMICAL
medrol,CHEMICAL
medrol,CHEMICAL
spasticity,DISEASE
steroids,CHEMICAL
bacteremia,DISEASE
right knee weakness,DISEASE
septic,DISEASE
gout,DISEASE
edema,DISEASE
suggestive lymphoma sarcoid myelitis,DISEASE
traumatic,DISEASE
steroids,CHEMICAL
steroids,CHEMICAL
seizure,DISEASE
emesis,DISEASE
emesis,DISEASE
ulcer,DISEASE
hematemesis,DISEASE
UGIB,DISEASE
gout hypercholesterolemia asthma,DISEASE
eczema,DISEASE
EtOH,CHEMICAL
neurologic disease,DISEASE
murmur soft edema,DISEASE
apraxia neglect right left agnosia,DISEASE
Extraocular movements,DISEASE
nystagmus,DISEASE
right ptosis Sensation intact facial movements symmetric Hearing intact finger bilaterally Palate,DISEASE
fasciculations,DISEASE
CREAT,CHEMICAL
Glucose,CHEMICAL
abnormal cord swelling,DISEASE
seizure,DISEASE
seizures,DISEASE
Trileptal,CHEMICAL
seizure,DISEASE
seizures,DISEASE
granulomas,DISEASE
clear lungs,DISEASE
steroids,CHEMICAL
glucose,CHEMICAL
prednisone,CHEMICAL
seizure,DISEASE
seizure,DISEASE
Trileptal,CHEMICAL
Etiology neurological dysfunction,DISEASE
UGIB,DISEASE
vessel ulcer,DISEASE
iron,CHEMICAL
Protonix WIll,CHEMICAL
tachycardia,DISEASE
dehydration arrhythmia,DISEASE
Gout,DISEASE
allopurinol,CHEMICAL
theophylline,CHEMICAL
tachycardia,DISEASE
Bactrim,CHEMICAL
steroids,CHEMICAL
theophylline,CHEMICAL
prednisone allopurinol,CHEMICAL
zocor enalapril,DISEASE
bactrim iron,CHEMICAL
Pantoprazole Sodium,CHEMICAL
Allopurinol,CHEMICAL
Theophylline,CHEMICAL
Simvastatin,CHEMICAL
Trimethoprim Sulfamethoxazole,CHEMICAL
Fluticasone Propionate,CHEMICAL
Docusate Sodium,CHEMICAL
Capsule,CHEMICAL
Oxcarbazepine,CHEMICAL
Prednisone,CHEMICAL
Seizure Myelitis,DISEASE
ulcer,DISEASE
seizures weakness,DISEASE
prednisone,CHEMICAL
Trileptal,CHEMICAL
seizures,DISEASE
seizure,DISEASE
weakness numbness,DISEASE
Allergies,DISEASE
Blood Loss Anemia respiratory distress,DISEASE
afib chronic blood loss,DISEASE
GAVE syndrome,DISEASE
shortness breath,DISEASE
oxygen,CHEMICAL
lasix,CHEMICAL
chest pain cough wheeze pain,DISEASE
COPD asthma,DISEASE
swelling,DISEASE
edema,DISEASE
Atrial fibrillation,DISEASE
chest pain,DISEASE
shortness breath,DISEASE
oxygen,CHEMICAL
Denies fever chills,DISEASE
weight loss gain Denies headache sinus tenderness rhinorrhea congestion Denies cough wheezing Denies chest pain,DISEASE
palpitations weakness Denies nausea vomiting diarrhea constipation,DISEASE
abdominal pain,DISEASE
bowel habits Denies dysuria,DISEASE
arthralgias myalgias Denies rashes,DISEASE
Anemia,DISEASE
heart failure,DISEASE
Atrial fibrillation,DISEASE
chronic blood loss Hypertension Hyperlipidemia Type Diabetes Mellitus Hypothyroidism,DISEASE
Chronic Kidney Disease Stage,DISEASE
Creatinine,CHEMICAL
Alcohol,CHEMICAL
lung cancer,DISEASE
wheezes rales rhonchi,DISEASE
distended bowel sounds present rebound,DISEASE
tenderness guarding organomegaly,DISEASE
pitting edema,DISEASE
biatrial enlargement,DISEASE
pulm,CHEMICAL
pedal edema,DISEASE
lasix,CHEMICAL
lasix,CHEMICAL
amiodarone,CHEMICAL
Atrial fibrillation voltage,DISEASE
pericardial abnormality,DISEASE
pleural effusions,DISEASE
Atrial fibrillation,DISEASE
dilated patent foramen ovale,DISEASE
left ventricular hypertrophy,DISEASE
dilated mitral valve leaflets mildly thickened,DISEASE
mitral valve prolapse eccentric moderate severe mitral regurgitation,DISEASE
tricuspid regurgitation,DISEASE
pulmonary artery systolic hypertension,DISEASE
tricuspid regurgitation,DISEASE
systolic dysfunction,DISEASE
mitral regurgitation,DISEASE
pulmonary hypertension,DISEASE
left lower extremities SCAN,DISEASE
pleural effusion,DISEASE
mismatched segmental defects right upper lobe superior segment right lower lobe Chest shows small right pleural effusion cardiomegaly,DISEASE
ratio pulmonary embolism,DISEASE
pulmonary embolism,DISEASE
hydronephrosis,DISEASE
artifactual vascular thrombus,DISEASE
chronic medical renal disease,DISEASE
atrial fibrillation,DISEASE
atrial fibrillation,DISEASE
right pleural effusion,DISEASE
right basilar atelectasis,DISEASE
pericardial effusion,DISEASE
cardiomegaly,DISEASE
aneurysm,DISEASE
pulmonary edema,DISEASE
pulmonary vascular congestion,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Calcium,CHEMICAL
Calcium,CHEMICAL
Calcium,CHEMICAL
Calcium,CHEMICAL
Lactate,CHEMICAL
Lactate,CHEMICAL
atrial fibrillation,DISEASE
chronic blood loss anemia,DISEASE
ectasias,DISEASE
hypoxemia,DISEASE
Hypoxemia,DISEASE
chronic pulmonary embolism,DISEASE
diastolic heart failure,DISEASE
secondary pulmonary hypertension Etiology,DISEASE
hypoxemia,DISEASE
volume overload,DISEASE
tricuspid regurgitation,DISEASE
mitral regurgitation right ventricular dilatation,DISEASE
tricuspid regurgitation,DISEASE
bleeds,DISEASE
oxygen,CHEMICAL
initiation diuretic regimen,DISEASE
chest pain hypotension tachycardia,DISEASE
hypoxia,DISEASE
hypotension,DISEASE
valvular disease,DISEASE
hypoxia,DISEASE
oxygen,CHEMICAL
Troponins,CHEMICAL
hypoxia,DISEASE
Atrial Fibrillation coumadin aspirin,DISEASE
bleeding,DISEASE
atenolol,CHEMICAL
metoprolol,CHEMICAL
renal failure,DISEASE
uptitration,CHEMICAL
blood loss anemia,DISEASE
diastolic heart failure,DISEASE
lasix edema,CHEMICAL
lasix,CHEMICAL
Hypertension,DISEASE
metoprolol Hyperlipidemia,CHEMICAL
simvastatin Type Diabetes Mellitus,CHEMICAL
glipizide,CHEMICAL
glipizide,CHEMICAL
Hypothyroidism,DISEASE
levothyroxine,CHEMICAL
Chronic renal failure stage renal function admission rose improved during admission discharge should also have,DISEASE
heart failure pulmonary hypertension,DISEASE
Levothyroxine,CHEMICAL
Glipizide,CHEMICAL
Loratadine,CHEMICAL
Iron,CHEMICAL
Ascorbic Acid,CHEMICAL
Atenolol Furosemide,CHEMICAL
simvastatin,CHEMICAL
levothyroxine,CHEMICAL
multivitamin,CHEMICAL
loratadine,CHEMICAL
iron iron,CHEMICAL
omeprazole,CHEMICAL
furosemide,CHEMICAL
glipizide,CHEMICAL
ascorbic acid,CHEMICAL
oxygen,CHEMICAL
oxygen,CHEMICAL
pulmonary embolism pulmonary hypertension,DISEASE
metoprolol tartrate,CHEMICAL
pulmonary embolism,DISEASE
diastolic heart failure,DISEASE
chronic diabetes hypothyroidism,DISEASE
gastrointestinal bleeding,DISEASE
anemia,DISEASE
oxygen,CHEMICAL
clot pulmonary embolism,DISEASE
bleeding,DISEASE
oxygen,CHEMICAL
oxygen,CHEMICAL
oxygen,CHEMICAL
atenolol,CHEMICAL
metoprolol,CHEMICAL
metoprolol,CHEMICAL
atenolol,CHEMICAL
hypothermia hypotension sepsis,DISEASE
hypotensive,DISEASE
pulmonary hypertension,DISEASE
pleural effusions,DISEASE
pneumothorax,DISEASE
nitric oxide Viagra,CHEMICAL
pulmonary hypertension,DISEASE
hypoxic hypotensive tachycardiac Chest,DISEASE
hypotension,DISEASE
death,DISEASE
Codeine,CHEMICAL
abdominal pain,DISEASE
cystitis,DISEASE
colitis,DISEASE
infections,DISEASE
UTIs,DISEASE
abdominal pain,DISEASE
abdominal pain,DISEASE
dysuria,DISEASE
nausea vomiting,DISEASE
abdominal pain,DISEASE
chills,DISEASE
ascites,DISEASE
hypotensive,DISEASE
levofloxacin flagyl,CHEMICAL
meropenem,CHEMICAL
pain,DISEASE
tylenol,CHEMICAL
hypotensive,DISEASE
dilaudid,CHEMICAL
hypotensive,DISEASE
levophed,CHEMICAL
meropenem,CHEMICAL
urosepsis,DISEASE
respiratory distress oxygen saturation,DISEASE
hypertensive,DISEASE
lasix,CHEMICAL
hydralazine,CHEMICAL
pulmonary edema,DISEASE
nitroglycerin,CHEMICAL
BIPAP,CHEMICAL
shortness breath,DISEASE
chest pain,DISEASE
abdominal pain,DISEASE
cystitis,DISEASE
infections,DISEASE
Levo,CHEMICAL
enteritis,DISEASE
Hypothyroidism Migraine Depression,DISEASE
abdominal pain syndrome,DISEASE
